id,code,commonName,className,order,scientificName
975,CHSI,Choco Sirystes,AVES,Passeriformes,Sirystes albogriseus
979,CIMB,Cinnamon Becard,AVES,Passeriformes,Pachyramphus cinnamomeus
980,CIRB,Cinereous Becard,AVES,Passeriformes,Pachyramphus rufus
1001,COKI,Couch's Kingbird,AVES,Passeriformes,Tyrannus couchii
990,COCL,Common Chlorospingus,AVES,Passeriformes,Chlorospingus flavopectus
1003,COLR,Collared Redstart,AVES,Passeriformes,Myioborus torquatus
1017,COSP,Coiba Spinetail,AVES,Passeriformes,Cranioleuca dissita
1045,CRWA,Costa Rican Warbler,AVES,Passeriformes,Basileuterus melanotis
1023,LALO,Lapland Longspur,AVES,Passeriformes,Calcarius lapponicus
984,CLNU,Clark's Nutcracker,AVES,Passeriformes,Nucifraga columbiana
1070,DCFL,Dusky-capped Flycatcher,AVES,Passeriformes,Myiarchus tuberculifer
1049,CTSP,Cinnamon-tailed Sparrow,AVES,Passeriformes,Peucaea sumichrasti
1048,CTST,Checker-throated Stipplethroat,AVES,Passeriformes,Epinecrophylla fulviventris
1051,CUBL,Cuban Blackbird,AVES,Passeriformes,Ptiloxena atroviolacea
1056,CUGR,Cuban Grassquit,AVES,Passeriformes,Tiaris canorus
1059,CUPE,Cuban Pewee,AVES,Passeriformes,Contopus caribaeus
1065,CUVI,Cuban Vireo,AVES,Passeriformes,Vireo gundlachii
1066,DAPE,Dark Pewee,AVES,Passeriformes,Contopus lugubris
1072,DMAN,Dull-mantled Antbird,AVES,Passeriformes,Myrmeciza laemosticta
1074,DSFL,Dark-sided Flycatcher,AVES,Passeriformes,Muscicapa sibirica
1055,CUGN,Cuban Gnatcatcher,AVES,Passeriformes,Polioptila lembeyei
1134,FICR,Fish Crow,AVES,Passeriformes,Corvus ossifragus
1139,ETSP,Eurasian Tree Sparrow,AVES,Passeriformes,Passer montanus
828,VEER,Veery,AVES,Passeriformes,Catharus fuscescens
1115,EUSI,Eurasian Siskin,AVES,Passeriformes,Spinus spinus
1122,EYTH,Eyebrowed Thrush,AVES,Passeriformes,Turdus obscurus
1123,EYWA,Eastern Yellow Wagtail,AVES,Passeriformes,Motacilla tschutschensis
1124,FAAN,Fasciated Antshrike,AVES,Passeriformes,Cymbilaimus lineatus
1127,FBVI,Flat-billed Vireo,AVES,Passeriformes,Vireo nanus
1128,FCTA,Flame-colored Tanager,AVES,Passeriformes,Piranga bidentata
1137,FLSJ,Florida Scrub-Jay,AVES,Passeriformes,Aphelocoma coerulescens
1138,FOEL,Forest Elaenia,AVES,Passeriformes,Myiopagis gaimardii
1142,FRTA,Flame-rumped Tanager,AVES,Passeriformes,Ramphocelus flammigerus
1143,FTFL,Fork-tailed Flycatcher,AVES,Passeriformes,Tyrannus savana
1148,FTWA,Fan-tailed Warbler,AVES,Passeriformes,Basileuterus lachrymosus
1152,GAEL,Greater Antillean Elaenia,AVES,Passeriformes,Elaenia fallax
1154,GAGR,Greater Antillean Grackle,AVES,Passeriformes,Quiscalus niger
1156,GANT,Great Antshrike,AVES,Passeriformes,Taraba major
1168,GBFL,Golden-bellied Flycatcher,AVES,Passeriformes,Myiodynastes hemichrysus
1175,GBWR,Gray-barred Wren,AVES,Passeriformes,Campylorhynchus megalopterus
1177,GCAT,Grand Cayman Thrush,AVES,Passeriformes,Turdus ravidus
1178,GCBE,Gray-collared Becard,AVES,Passeriformes,Pachyramphus major
1185,GCRW,Golden-crowned Warbler,AVES,Passeriformes,Basileuterus culicivorus
1189,GCYE,Gray-crowned Yellowthroat,AVES,Passeriformes,Geothlypis poliocephala
1190,GFGR,Golden-fronted Greenlet,AVES,Passeriformes,Pachysylvia aurantiifrons
1200,GHCH,Gray-headed Chickadee,AVES,Passeriformes,Poecile cinctus
1205,GHMA,Golden-headed Manakin,AVES,Passeriformes,Ceratopipra erythrocephala
1206,GHOT,Golden-hooded Tanager,AVES,Passeriformes,Tangara larvata
1207,GHPI,Gray-headed Piprites,AVES,Passeriformes,Piprites griseiceps
1209,GICO,Giant Cowbird,AVES,Passeriformes,Molothrus oryzivorus
1211,GIKI,Giant Kingbird,AVES,Passeriformes,Tyrannus cubensis
1216,GKIS,Great Kiskadee,AVES,Passeriformes,Pitangus sulphuratus
1220,GMAK,Green Manakin,AVES,Passeriformes,Cryptopipo holochlora
1222,GNTA,Green-naped Tanager,AVES,Passeriformes,Tangara fucosa
1224,GOCF,Golden-crowned Flycatcher,AVES,Passeriformes,Myiodynastes chrysocephalus
1225,GOSW,Golden Swallow,AVES,Passeriformes,Tachycineta euchrysea
1226,GOVI,Golden Vireo,AVES,Passeriformes,Vireo hypochryseus
1228,GRAE,Gray Elaenia,AVES,Passeriformes,Myiopagis caniceps
1243,GRFL,Gray Flycatcher,AVES,Passeriformes,Empidonax wrightii
1247,GRHO,Green Honeycreeper,AVES,Passeriformes,Chlorophanes spiza
1248,GRKF,Greater Koa-Finch,AVES,Passeriformes,Rhodacanthis palmeri
1253,GRPE,Greater Pewee,AVES,Passeriformes,Contopus pertinax
1262,GRSV,Green Shrike-Vireo,AVES,Passeriformes,Vireolanius pulchellus
1268,GRYF,Grassland Yellow-Finch,AVES,Passeriformes,Sicalis luteola
1270,GSBR,Green-striped Brushfinch,AVES,Passeriformes,Arremon virenticeps
1271,GSFL,Gray-streaked Flycatcher,AVES,Passeriformes,Muscicapa griseisticta
1275,GTCH,Gray-throated Chat,AVES,Passeriformes,Granatellus sallaei
1276,GTGR,Great-tailed Grackle,AVES,Passeriformes,Quiscalus mexicanus
1277,GTLE,Gray-throated Leaftosser,AVES,Passeriformes,Sclerurus albigularis
1280,GTWA,Green-tailed Warbler,AVES,Passeriformes,Microligea palustris
1289,GYBM,Gray-breasted Martin,AVES,Passeriformes,Progne chalybea
1293,HAEL,Hawaii Elepaio,AVES,Passeriformes,Chasiempis sandwichensis
1232,GRAS,Grayish Saltator,AVES,Passeriformes,Saltator coerulescens
1295,HAMA,Hawaii Mamo,AVES,Passeriformes,Drepanis pacifica
1296,HAOO,Hawaii Oo,AVES,Passeriformes,Moho nobilis
1317,HISP,Hispaniolan Spindalis,AVES,Passeriformes,Spindalis dominicensis
1325,HOOR,Hooded Oriole,AVES,Passeriformes,Icterus cucullatus
1328,HOYE,Hooded Yellowthroat,AVES,Passeriformes,Geothlypis nelsoni
1336,IIWI,Iiwi,AVES,Passeriformes,Drepanis coccinea
1341,INSI,Indian Silverbill,AVES,Passeriformes,Euodice malabarica
1346,ISWR,Isthmian Wren,AVES,Passeriformes,Cantorchilus elutus
1351,JACR,Jamaican Crow,AVES,Passeriformes,Corvus jamaicensis
1352,JAEL,Jamaican Elaenia,AVES,Passeriformes,Myiopagis cotta
1353,JAEU,Jamaican Euphonia,AVES,Passeriformes,Euphonia jamaica
1356,JAMS,Jamaican Spindalis,AVES,Passeriformes,Spindalis nigricephala
1345,ISSJ,Island Scrub-Jay,AVES,Passeriformes,Aphelocoma insularis
1417,LEAK,Lesser Akialoa,AVES,Passeriformes,Akialoa obscura
1372,KAEL,Kauai Elepaio,AVES,Passeriformes,Chasiempis sclateri
1413,LBTH,Long-billed Thrasher,AVES,Passeriformes,Toxostoma longirostre
1357,JAOR,Jamaican Oriole,AVES,Passeriformes,Icterus leucopteryx
1367,JEAN,Jet Antbird,AVES,Passeriformes,Cercomacra nigricans
1369,JUTI,Juniper Titmouse,AVES,Passeriformes,Baeolophus ridgwayi
1371,KAAM,Kauai Amakihi,AVES,Passeriformes,Chlorodrepanis stejnegeri
1373,KAKA,Kakawahie,AVES,Passeriformes,Paroreomyza flammea
1374,KAMA,Kamao,AVES,Passeriformes,Myadestes myadestinus
1383,KIOE,Kioea,AVES,Passeriformes,Chaetoptila angustipluma
1386,KIWA,Kirtland's Warbler,AVES,Passeriformes,Setophaga kirtlandii
1387,KLWA,Kamchatka Leaf Warbler,AVES,Passeriformes,Phylloscopus examinandus
1392,LAFI,Laysan Finch,AVES,Passeriformes,Telespiza cantans
1394,LAGO,Lawrence's Goldfinch,AVES,Passeriformes,Spinus lawrencei
1397,LANB,Lesser Antillean Bullfinch,AVES,Passeriformes,Loxigilla noctis
1399,LAPE,Lesser Antillean Pewee,AVES,Passeriformes,Contopus latirostris
1401,LASA,Lesser Antillean Saltator,AVES,Passeriformes,Saltator albicollis
1404,LATM,Lance-tailed Manakin,AVES,Passeriformes,Chiroxiphia lanceolata
1405,LAVW,Lavender Waxbill,AVES,Passeriformes,Estrilda caerulescens
387,YBCR,Yellow-breasted Crake,AVES,Gruiformes,Hapalocrex flaviventer
1365,WAWE,Warbling White-eye,AVES,Passeriformes,Zosterops japonicus
1461,LTTY,Long-tailed Tyrant,AVES,Passeriformes,Colonia colonus
1419,LEEL,Lesser Elaenia,AVES,Passeriformes,Elaenia chiriquensis
1422,LEGO,Lesser Goldfinch,AVES,Passeriformes,Spinus psaltria
1424,LEKF,Lesser Koa-Finch,AVES,Passeriformes,Rhodacanthis flaviceps
1429,LERE,Lesser Redpoll,AVES,Passeriformes,Acanthis cabaret
1433,LEWH,Lesser Whitethroat,AVES,Passeriformes,Sylvia curruca
1435,LFFI,Large-footed Finch,AVES,Passeriformes,Pezopetes capitalis
1498,MIGW,Middendorff's Grasshopper Warbler,AVES,Passeriformes,Locustella ochotensis
1486,MCTY,Mouse-colored Tyrannulet,AVES,Passeriformes,Phaeomyias murina
1484,MAVI,Mangrove Vireo,AVES,Passeriformes,Vireo pallens
1485,MAYE,Masked Yellowthroat,AVES,Passeriformes,Geothlypis aequinoctialis
1491,MEJA,Mexican Jay,AVES,Passeriformes,Aphelocoma wollweberi
1492,MEPI,Meadow Pipit,AVES,Passeriformes,Anthus pratensis
1503,MNAK,Maui-nui Akialoa,AVES,Passeriformes,Akialoa lanaiensis
1504,MOAN,Moustached Antwren,AVES,Passeriformes,Myrmotherula ignota
1513,MOTH,Mountain Thrush,AVES,Passeriformes,Turdus plebejus
1524,NIFI,Nihoa Finch,AVES,Passeriformes,Telespiza ultima
1525,NISF,Nicaraguan Seed-Finch,AVES,Passeriformes,Sporophila nuttingi
1529,NOBW,Northern Barred-Woodcreeper,AVES,Passeriformes,Dendrocolaptes sanctithomae
4587,4587,Dunlin (schinzii),AVES,Charadriiformes,Calidris alpina schinzii
4588,4588,Dunlin (alpina),AVES,Charadriiformes,Calidris alpina alpina
1909,SPPA,Spectacled Parrotlet,AVES,Psittaciformes,Forpus conspicillatus
2170,WWPA,White-winged Parakeet,AVES,Psittaciformes,Brotogeris versicolurus
2248,SWPA,Sulphur-winged Parakeet,AVES,Psittaciformes,Pyrrhura hoffmanni
2286,BFPA,Blue-fronted Parrotlet,AVES,Psittaciformes,Touit dilectissimus
350,SCMA,Scarlet Macaw,AVES,Psittaciformes,Ara macao
571,YLPA,Yellow-lored Parrot,AVES,Psittaciformes,Amazona xantholora
1655,PRPK,Puerto Rican Parakeet,AVES,Psittaciformes,Psittacara maugei
1408,JABL,Jamaican Blackbird,AVES,Passeriformes,Nesopsar nigerrimus
1393,LAFL,Lesser Antillean Flycatcher,AVES,Passeriformes,Myiarchus oberi
192,LBSP,Large-billed Sparrow,AVES,Passeriformes,Passerculus sandwichensis rostratus
1398,LANH,Lanai Hookbill,AVES,Passeriformes,Dysmorodrepanis munroi
1536,NOSF,Northern Scrub-Flycatcher,AVES,Passeriformes,Sublegatus arenarum
1538,NUFL,Nutting's Flycatcher,AVES,Passeriformes,Myiarchus nuttingi
1540,OAAM,Oahu Amakihi,AVES,Passeriformes,Chlorodrepanis flava
1542,OAKE,Oahu Akepa,AVES,Passeriformes,Loxops wolstenholmei
1604,PAST,Passerini's Tanager,AVES,Passeriformes,Ramphocelus passerinii
1554,OBPI,Olive-backed Pipit,AVES,Passeriformes,Anthus hodgsoni
1573,OLFL,Olivaceous Flatbill,AVES,Passeriformes,Rhynchocyclus olivaceus
1546,OASP,Oaxaca Sparrow,AVES,Passeriformes,Aimophila notosticta
1547,OATI,Oak Titmouse,AVES,Passeriformes,Baeolophus inornatus
1549,OBAN,Ochre-breasted Antpitta,AVES,Passeriformes,Grallaricula flavirostris
1550,OBBU,Orange-breasted Bunting,AVES,Passeriformes,Passerina leclancherii
1551,OBEE,Orange-bellied Euphonia,AVES,Passeriformes,Euphonia xanthogaster
1553,OBNT,Orange-billed Nightingale-Thrush,AVES,Passeriformes,Catharus aurantiirostris
1558,OCAW,Olive-capped Warbler,AVES,Passeriformes,Setophaga pityophila
1559,OCBE,One-colored Becard,AVES,Passeriformes,Pachyramphus homochrous
1563,OCHW,Orange-cheeked Waxbill,AVES,Passeriformes,Estrilda melpoda
1564,OCMA,Orange-collared Manakin,AVES,Passeriformes,Manacus aurantiacus
1567,OCPE,Ochraceous Pewee,AVES,Passeriformes,Contopus ochraceus
1578,ORAN,Orangequit,AVES,Passeriformes,Euneornis campestris
1587,OSTF,Olive-striped Flycatcher,AVES,Passeriformes,Mionectes olivaceus
1589,OU,Ou,AVES,Passeriformes,Psittirostra psittacea
1590,PAAN,Pacific Antwren,AVES,Passeriformes,Myrmotherula pacifica
1597,PALI,Palila,AVES,Passeriformes,Loxioides bailleui
1598,PALM,Palmchat,AVES,Passeriformes,Dulus dominicus
1599,PALT,Palm Tanager,AVES,Passeriformes,Thraupis palmarum
1602,PARE,Painted Redstart,AVES,Passeriformes,Myioborus pictus
1609,PBFI,Peg-billed Finch,AVES,Passeriformes,Acanthidops bairdi
1612,PBJA,Purplish-backed Jay,AVES,Passeriformes,Cyanocorax beecheii
1613,PBRW,Plain-brown Woodcreeper,AVES,Passeriformes,Dendrocincla fuliginosa
1614,PBSP,Pale-breasted Spinetail,AVES,Passeriformes,Synallaxis albescens
1617,PCTA,Plain-colored Tanager,AVES,Passeriformes,Tangara inornata
1620,PEPI,Pechora Pipit,AVES,Passeriformes,Anthus gustavi
1622,PETH,Pearly-eyed Thrasher,AVES,Passeriformes,Margarops fuscatus
1624,PHAI,Phainopepla,AVES,Passeriformes,Phainopepla nitens
1626,PHWA,Pink-headed Warbler,AVES,Passeriformes,Cardellina versicolor
887,LARB,Lark Bunting,AVES,Passeriformes,Calamospiza melanocorys
1629,PICH,Pirre Chlorospingus,AVES,Passeriformes,Chlorospingus inornatus
1632,PILF,Pileated Flycatcher,AVES,Passeriformes,Xenotriccus mexicanus
1637,PLAN,Plain Antvireo,AVES,Passeriformes,Dysithamnus mentalis
151,HOWA,Hooded Warbler,AVES,Passeriformes,Setophaga citrina
1643,PLUW,Plumbeous Warbler,AVES,Passeriformes,Setophaga plumbea
1645,PLXE,Plain Xenops,AVES,Passeriformes,Xenops minutus
1647,POUL,Poo-uli,AVES,Passeriformes,Melamprosops phaeosoma
1648,PRBU,Puerto Rican Bullfinch,AVES,Passeriformes,Loxigilla portoricensis
1649,PRFL,Puerto Rican Flycatcher,AVES,Passeriformes,Myiarchus antillarum
1652,PROR,Puerto Rican Oriole,AVES,Passeriformes,Icterus portoricensis
1653,PROW,Prothonotary Warbler,AVES,Passeriformes,Protonotaria citrea
1660,PRVI,Puerto Rican Vireo,AVES,Passeriformes,Vireo latimeri
1663,PTFR,Purple-throated Fruitcrow,AVES,Passeriformes,Querula purpurata
1631,PIJA,Pinyon Jay,AVES,Passeriformes,Gymnorhinus cyanocephalus
1658,PRTA,Puerto Rican Tanager,AVES,Passeriformes,Nesospingus speculiferus
1702,RCOS,Rufous-collared Sparrow,AVES,Passeriformes,Zonotrichia capensis
1697,RCCO,Red-cheeked Cordonbleu,AVES,Passeriformes,Uraeginthus bengalus
1666,PTWH,Pin-tailed Whydah,AVES,Passeriformes,Vidua macroura
1670,PUHO,Purple Honeycreeper,AVES,Passeriformes,Cyanerpes caeruleus
1673,PVTH,Pale-vented Thrush,AVES,Passeriformes,Turdus obsoletus
1675,PYRR,Pyrrhuloxia,AVES,Passeriformes,Cardinalis sinuatus
1677,RAWW,Rufous-and-white Wren,AVES,Passeriformes,Thryophilus rufalbus
1683,RBLE,Red-billed Leiothrix,AVES,Passeriformes,Leiothrix lutea
1691,PIRF,Piratic Flycatcher,AVES,Passeriformes,Legatus leucophaius
1686,RBRC,Red-breasted Chat,AVES,Passeriformes,Granatellus venustus
1687,RBRO,Rufous-backed Robin,AVES,Passeriformes,Turdus rufopalliatus
1692,RBTY,Rufous-browed Tyrannulet,AVES,Passeriformes,Phylloscartes superciliaris
1693,RBWW,Rufous-browed Wren,AVES,Passeriformes,Troglodytes rufociliatus
1694,RCAT,Red-crowned Ant-Tanager,AVES,Passeriformes,Habia rubica
1696,RCCA,Red-crested Cardinal,AVES,Passeriformes,Paroaria coronata
1699,RCMA,Red-capped Manakin,AVES,Passeriformes,Ceratopipra mentalis
107,CONW,Connecticut Warbler,AVES,Passeriformes,Oporornis agilis
1706,RCRO,Rufous-collared Robin,AVES,Passeriformes,Turdus rufitorques
1708,RCWA,Rufous-capped Warbler,AVES,Passeriformes,Basileuterus rufifrons
1720,RFBL,Red-flanked Bluetail,AVES,Passeriformes,Tarsiger cyanurus
1725,RFTF,Rufous-tailed Flycatcher,AVES,Passeriformes,Myiarchus validus
1726,RFWA,Red-faced Warbler,AVES,Passeriformes,Cardellina rubrifrons
1698,RCGS,Rusty-crowned Ground-Sparrow,AVES,Passeriformes,Melozone kieneri
260,RPVI,Red-eyed/Philadelphia Vireo,AVES,Passeriformes,Vireo olivaceus/philadelphicus
261,UNLN,Unidentified longspur,AVES,Passeriformes,Rhynchophanes/Calcarius sp.
1735,RLHO,Red-legged Honeycreeper,AVES,Passeriformes,Cyanerpes cyaneus
1741,RMOU,Rufous Mourner,AVES,Passeriformes,Rhytipterna holerythra
1742,RNAW,Rufous-naped Wren,AVES,Passeriformes,Campylorhynchus rufinucha
1746,ROFL,Royal Flycatcher,AVES,Passeriformes,Onychorhynchus coronatus
1753,RRAN,Rufous-rumped Antwren,AVES,Passeriformes,Euchrepomis callinota
1759,RTAT,Red-throated Ant-Tanager,AVES,Passeriformes,Habia fuscicauda
1760,RTBE,Rose-throated Becard,AVES,Passeriformes,Pachyramphus aglaiae
1764,RTPI,Red-throated Pipit,AVES,Passeriformes,Anthus cervinus
1765,RTRO,Rufous-tailed Robin,AVES,Passeriformes,Luscinia sibilans
1767,RTTA,Rose-throated Tanager,AVES,Passeriformes,Piranga roseogularis
1769,RUAN,Russet Antshrike,AVES,Passeriformes,Thamnistes anabatinus
1770,RUBU,Rustic Bunting,AVES,Passeriformes,Emberiza rustica
1780,RUSP,Rusty Sparrow,AVES,Passeriformes,Aimophila rufescens
1755,RSBL,Red-shouldered Blackbird,AVES,Passeriformes,Agelaius assimilis
1841,SESP,Seaside Sparrow,AVES,Passeriformes,Ammodramus maritimus
1846,SFTA,Silvery-fronted Tapaculo,AVES,Passeriformes,Scytalopus argentifrons
1792,SABS,Sagebrush Sparrow,AVES,Passeriformes,Artemisiospiza nevadensis
1793,SAFI,Saffron Finch,AVES,Passeriformes,Sicalis flaveola
1794,SAFL,Sad Flycatcher,AVES,Passeriformes,Myiarchus barbirostris
1799,SATH,Sage Thrasher,AVES,Passeriformes,Oreoscoptes montanus
1800,SAVI,San Andres Vireo,AVES,Passeriformes,Vireo caribaeus
1807,SBJA,San Blas Jay,AVES,Passeriformes,Cyanocorax sanblasianus
1810,SBNT,Slaty-backed Nightingale-Thrush,AVES,Passeriformes,Catharus fuscater
1811,SBOR,Spot-breasted Oriole,AVES,Passeriformes,Icterus pectoralis
1815,SBSW,Spot-breasted Wren,AVES,Passeriformes,Pheugopedius maculipectus
1816,SBTA,Scarlet-browed Tanager,AVES,Passeriformes,Heterospingus xanthopygius
1817,SBTH,Scaly-breasted Thrasher,AVES,Passeriformes,Allenia fusca
1820,SCAA,Scaled Antpitta,AVES,Passeriformes,Grallaria guatimalensis
4558,PAHA,Pallid Harrier,AVES,Accipitriformes,Circus macrourus
1350,HEWA,Hermit Warbler,AVES,Passeriformes,Setophaga occidentalis
1313,HIOR,Hispaniolan Oriole,AVES,Passeriformes,Icterus dominicensis
1316,HIPE,Hispaniolan Pewee,AVES,Passeriformes,Contopus hispaniolensis
1344,ISCA,Island Canary,AVES,Passeriformes,Serinus canaria
1348,JABE,Jamaican Becard,AVES,Passeriformes,Pachyramphus niger
1824,SCHA,Streak-chested Antpitta,AVES,Passeriformes,Hylopezus perspicillatus
2089,WHIW,Whistling Warbler,AVES,Passeriformes,Catharopeza bishopi
2135,BTGN,Black-tailed Gnatcatcher,AVES,Passeriformes,Polioptila melanura
2132,BMVI,Blue Mountain Vireo,AVES,Passeriformes,Vireo osburni
2148,WCRM,White-crowned Manakin,AVES,Passeriformes,Dixiphia pipra
108,COYE,Common Yellowthroat,AVES,Passeriformes,Geothlypis trichas
2097,WHWR,White-headed Wren,AVES,Passeriformes,Campylorhynchus albobrunneus
4555,COBU,Common Buzzard,AVES,Accipitriformes,Buteo buteo
4556,HOBU,Houbara Bustard,AVES,Accipitriformes,Chlamydotis undulata
4557,STNE,Short-toed Snake-Eagle,AVES,Accipitriformes,Circaetus gallicus
1355,JAMA,Jamaican Mango,AVES,Apodiformes,Anthracothorax mango
370,ANMA,Antillean Mango,AVES,Apodiformes,Anthracothorax dominicus
4552,IMEA,Imperial Eagle,AVES,Accipitriformes,Aquila heliaca
2098,WILW,Willow Warbler,AVES,Passeriformes,Phylloscopus trochilus
2103,WLGN,White-lored Gnatcatcher,AVES,Passeriformes,Polioptila albiloris
2104,WLTA,White-lined Tanager,AVES,Passeriformes,Tachyphonus rufus
2112,WOSP,Worthen's Sparrow,AVES,Passeriformes,Spizella wortheni
2116,WRET,Wrenthrush,AVES,Passeriformes,Zeledonia coronata
2117,WRFL,White-ringed Flycatcher,AVES,Passeriformes,Conopias albovittatus
2118,WRMA,White-ruffed Manakin,AVES,Passeriformes,Corapipo altera
2150,WSTA,White-shouldered Tanager,AVES,Passeriformes,Tachyphonus luctuosus
2151,WSWO,White-striped Woodcreeper,AVES,Passeriformes,Lepidocolaptes leucogaster
2119,WTRS,White-throated Spadebill,AVES,Passeriformes,Platyrinchus mystaceus
2125,WTTH,White-throated Thrush,AVES,Passeriformes,Turdus assimilis
2126,WTTO,White-throated Towhee,AVES,Passeriformes,Melozone albicollis
2130,BLUE,Bluethroat,AVES,Passeriformes,Luscinia svecica
2095,WHWA,White Wagtail,AVES,Passeriformes,Motacilla alba
2191,BCTI,Black-crested Titmouse,AVES,Passeriformes,Baeolophus atricristatus
2192,BEFL,Belted Flycatcher,AVES,Passeriformes,Xenotriccus callizonus
2194,BHOA,Black-hooded Antshrike,AVES,Passeriformes,Thamnophilus bridgesi
2182,BLTH,Black Thrush,AVES,Passeriformes,Turdus infuscatus
2202,COLW,Colima Warbler,AVES,Passeriformes,Oreothlypis crissalis
2204,CSWA,Chestnut-sided Warbler,AVES,Passeriformes,Setophaga pensylvanica
2205,DFTA,Dusky-faced Tanager,AVES,Passeriformes,Mitrospingus cassinii
2206,ERFL,Eye-ringed Flatbill,AVES,Passeriformes,Rhynchocyclus brevirostris
2210,GNLA,Greater Necklaced Laughingthrush,AVES,Passeriformes,Garrulax pectoralis
2212,GREL,Greenish Elaenia,AVES,Passeriformes,Myiopagis viridicata
2183,OMAO,Omao,AVES,Passeriformes,Myadestes obscurus
2172,WWTA,White-winged Tanager,AVES,Passeriformes,Piranga leucoptera
2176,YSGR,Yellow-shouldered Grassquit,AVES,Passeriformes,Loxipasser anoxanthus
2177,YTBU,Yellow-throated Bunting,AVES,Passeriformes,Emberiza elegans
2158,WTGS,White-thighed Swallow,AVES,Passeriformes,Atticora tibialis
2161,WTJA,White-throated Jay,AVES,Passeriformes,Cyanolyca mirabilis
2175,YBCA,Yellow-billed Cardinal,AVES,Passeriformes,Paroaria capitata
251,UTHW,Unidentified Townsend's / Hermit Warbler,AVES,Passeriformes,Setophaga townsendii / occidentalis
2243,SHSP,Stripe-headed Sparrow,AVES,Passeriformes,Peucaea ruficauda
2265,WCOM,White-collared Manakin,AVES,Passeriformes,Manacus candei
2217,LANW,Lanceolated Warbler,AVES,Passeriformes,Locustella lanceolata
300,DUSS,Dusky Seaside-Sparrow,AVES,Passeriformes,Ammospiza maritima nigrescens
2220,LBSF,Large-billed Seed-Finch,AVES,Passeriformes,Sporophila crassirostris
2223,LIFG,Lineated Foliage-gleaner,AVES,Passeriformes,Syndactyla subalaris
857,BGGN,Blue-gray Gnatcatcher,AVES,Passeriformes,Polioptila caerulea
1084,DWJA,Dwarf Jay,AVES,Passeriformes,Cyanolyca nana
2227,NOBT,Northern Beardless-Tyrannulet,AVES,Passeriformes,Camptostoma imberbe
2228,OCAN,Ocellated Antbird,AVES,Passeriformes,Phaenostictus mcleannani
2235,PINF,Pine Flycatcher,AVES,Passeriformes,Empidonax affinis
2238,RBSP,Rufous-breasted Spinetail,AVES,Passeriformes,Synallaxis erythrothorax
2241,SBFL,Sulphur-bellied Flycatcher,AVES,Passeriformes,Myiodynastes luteiventris
2242,SCBW,Scaly-breasted Wren,AVES,Passeriformes,Microcerculus marginatus
2244,SICR,Sinaloa Crow,AVES,Passeriformes,Corvus sinaloae
2246,SPBA,Spotted Barbtail,AVES,Passeriformes,Premnoplex brunnescens
2252,VOJU,Volcano Junco,AVES,Passeriformes,Junco vulcani
2254,WBEA,White-bellied Antbird,AVES,Passeriformes,Myrmeciza longipes
2258,WBWR,White-bellied Wren,AVES,Passeriformes,Uropsila leucogastra
2262,WCEL,White-crested Elaenia,AVES,Passeriformes,Elaenia albiceps
2270,WCTH,White-chinned Thrush,AVES,Passeriformes,Turdus aurantius
2272,WECO,White-eared Conebill,AVES,Passeriformes,Conirostrum leucogenys
2273,WECT,Western Chat-Tanager,AVES,Passeriformes,Calyptophilus tertius
2257,WBWO,Wedge-billed Woodcreeper,AVES,Passeriformes,Glyphorynchus spirurus
2332,BAWW,Black-and-white Warbler,AVES,Passeriformes,Mniotilta varia
2299,BETR,Beautiful Treerunner,AVES,Passeriformes,Margarornis bellulus
2300,BHSI,Black-headed Siskin,AVES,Passeriformes,Spinus notatus
2302,BLRF,Black Rosy-Finch,AVES,Passeriformes,Leucosticte atrata
2303,BREW,Blyth's Reed Warbler,AVES,Passeriformes,Acrocephalus dumetorum
2306,BURW,Buff-rumped Warbler,AVES,Passeriformes,Myiothlypis fulvicauda
2308,CASP,Cassin's Sparrow,AVES,Passeriformes,Peucaea cassinii
2310,CCTA,Crimson-collared Tanager,AVES,Passeriformes,Ramphocelus sanguinolentus
2314,COHM,Common House-Martin,AVES,Passeriformes,Delichon urbicum
2315,CORO,Common Rosefinch,AVES,Passeriformes,Carpodacus erythrinus
2317,CRBR,Costa Rican Brushfinch,AVES,Passeriformes,Arremon costaricensis
2324,EVGR,Evening Grosbeak,AVES,Passeriformes,Coccothraustes vespertinus
2325,FLFL,Flammulated Flycatcher,AVES,Passeriformes,Deltarhynchus flammulatus
2329,GHET,Gray-headed Tanager,AVES,Passeriformes,Eucometis penicillata
2331,GRAM,Greater Amakihi,AVES,Passeriformes,Viridonia sagittirostris
2279,WEGS,White-eared Ground-Sparrow,AVES,Passeriformes,Melozone leucotis
2283,WOSJ,Woodhouse's Scrub-Jay,AVES,Passeriformes,Aphelocoma woodhouseii
2284,YBRF,Yellow-breasted Flycatcher,AVES,Passeriformes,Tolmomyias flaviventris
2380,SIWR,Sinaloa Wren,AVES,Passeriformes,Thryophilus sinaloa
2338,GRTR,Gray Trembler,AVES,Passeriformes,Cinclocerthia gutturalis
2390,HOWR,House Wren,AVES,Passeriformes,Troglodytes aedon
2343,KANU,Kauai Nukupuu,AVES,Passeriformes,Hemignathus hanapepe
2345,LAYH,Laysan Honeycreeper,AVES,Passeriformes,Himatione fraithii
2348,LISE,Lined Seedeater,AVES,Passeriformes,Sporophila lineola
2349,LSFL,La Sagra's Flycatcher,AVES,Passeriformes,Myiarchus sagrae
